part	text_index	letter	down_ms	up_ms	actual_down_ms	actual_up_ms
1	96	S	147751.51	147797.10	147755.69	147800.90
1	96	S	147850.94	147904.87	147854.67	147908.54
1	96	S	147961.75	148021.74	147965.40	148025.33
1	97	L	148207.04	148244.93	148210.67	148249.38
1	97	L	148312.99	148536.04	148316.78	148540.13
1	97	L	148587.68	148643.03	148591.92	148647.35
1	97	L	148702.09	148749.55	148706.16	148753.51
1	99	K	149134.67	149347.02	149138.33	149350.87
1	99	K	149394.57	149454.51	149398.56	149459.21
1	99	K	149520.01	149690.23	149524.05	149694.39
2	0	D	153838.53	153951.46	153842.72	153955.53
2	0	D	153996.75	154043.31	154000.99	154047.25
2	0	D	154073.11	154116.85	154076.86	154120.91
2	1	E	154245.74	154284.86	154249.40	154288.82
2	3	4	154575.20	154620.81	154579.39	154624.83
2	3	4	154656.64	154704.55	154660.45	154708.57
2	3	4	154742.46	154785.75	154746.32	154789.37
2	3	4	154822.21	154866.74	154826.08	154870.62
2	3	4	154907.86	155022.87	154912.05	155027.09
2	4	Z	155125.99	155256.21	155129.82	155260.07
2	4	Z	155297.91	155407.99	155302.07	155412.02
2	4	Z	155455.74	155491.98	155459.73	155495.50
2	4	Z	155530.07	155570.43	155534.09	155574.51
2	5	5	155688.26	155727.81	155692.22	155731.67
2	5	5	155760.95	155801.44	155765.17	155805.32
2	5	5	155837.60	155879.57	155841.81	155883.31
2	5	5	155912.93	155951.51	155917.07	155955.44
2	5	5	155991.43	156032.60	155995.32	156036.65
2	6	S	156143.81	156191.75	156147.82	156195.62
2	6	S	156226.82	156264.27	156230.38	156268.06
2	6	S	156307.95	156340.62	156311.78	156344.82
2	7	L	156453.05	156485.46	156457.27	156489.55
2	7	L	156522.32	156668.62	156526.48	156672.85
2	7	L	156715.00	156755.98	156719.06	156760.17
2	7	L	156797.55	156837.85	156801.82	156841.83
2	9	=	157100.84	157228.06	157104.89	157232.30
2	9	=	157262.81	157300.81	157266.63	157304.51
2	9	=	157338.15	157370.68	157342.51	157374.71
2	9	=	157400.56	157436.97	157404.82	157441.35
2	9	=	157475.33	157630.30	157478.99	157634.48
2	11	T	157894.33	158041.86	157898.67	158045.98
2	12	E	158173.76	158213.06	158178.02	158217.30
2	13	S	158313.59	158364.71	158317.59	158368.25
2	13	S	158397.30	158435.13	158401.70	158439.32
2	13	S	158481.01	158520.39	158485.26	158524.43
2	14	T	158649.68	158776.15	158653.80	158779.89
2	16	Y	159074.06	159181.41	159078.31	159185.74
2	16	Y	159225.81	159268.52	159229.39	159272.82
2	16	Y	159311.19	159465.73	159315.30	159469.81
2	16	Y	159505.33	159628.50	159509.08	159632.30
2	17	L	159750.89	159784.03	159754.91	159787.67
2	17	L	159819.35	159953.33	159823.68	159957.38
2	17	L	159985.49	160024.86	159989.53	160029.06
2	17	L	160071.35	160112.18	160075.66	160116.32
2	18	9	160224.78	160360.91	160228.79	160364.91
2	18	9	160400.62	160528.44	160404.64	160532.24
2	18	9	160569.06	160661.72	160573.39	160666.47
2	18	9	160707.87	160817.88	160711.56	160821.70
2	18	9	160854.53	160898.07	160858.52	160901.64
2	19	O	161019.03	161160.71	161023.35	161165.02
2	19	O	161203.93	161333.68	161208.06	161337.65
2	19	O	161373.53	161500.31	161377.53	161504.41
2	20	W	161627.88	161670.17	161632.15	161674.28
2	20	W	161715.76	161870.14	161719.61	161874.02
2	20	W	161908.81	162031.75	161913.03	162035.79
2	21	A	162140.61	162189.51	162145.39	162193.31
2	21	A	162221.84	162374.28	162226.25	162378.23
2	23	5	162651.00	162690.53	162655.28	162694.77
2	23	5	162732.06	162775.18	162735.81	162778.94
2	23	5	162814.55	162856.41	162818.21	162860.56
2	23	5	162897.69	162932.85	162901.81	162937.01
2	23	5	162973.51	163025.51	162977.56	163029.65
2	24	5	163165.64	163202.82	163169.67	163207.01
2	24	5	163240.90	163277.77	163245.01	163281.40
2	24	5	163316.26	163360.88	163319.90	163364.77
2	24	5	163393.93	163433.91	163397.95	163437.78
2	24	5	163476.80	163512.34	163480.88	163515.99
2	25	9	163679.92	163799.84	163684.24	163803.50
2	25	9	163844.46	164013.81	163848.26	164018.25
2	25	9	164048.59	164172.44	164052.24	164176.79
2	25	9	164216.87	164367.38	164220.74	164371.43
2	25	9	164412.01	164457.52	164415.65	164461.53
2	27	5	164750.26	164792.17	164753.86	164796.17
2	27	5	164831.87	164873.94	164836.26	164878.32
2	27	5	164915.22	164953.42	164918.99	164957.14
2	27	5	164985.89	165025.63	164990.04	165029.63
2	27	5	165056.06	165099.85	165060.00	165103.40
2	28	7	165219.87	165334.91	165223.59	165338.64
2	28	7	165372.73	165496.31	165376.75	165500.60
2	28	7	165531.09	165567.19	165534.93	165571.27
2	28	7	165609.80	165656.78	165613.99	165660.42
2	28	7	165693.86	165731.04	165698.16	165734.74
2	29	7	165850.97	165954.10	165855.28	165957.88
2	29	7	165989.13	166123.16	165993.25	166126.92
2	29	7	166165.73	166219.97	166169.35	166224.29
2	29	7	166266.00	166304.37	166270.27	166308.54
2	29	7	166345.28	166391.64	166348.84	166395.74
2	31	=	166666.15	166777.13	166670.25	166781.09
2	31	=	166815.98	166858.15	166820.24	166861.76
2	31	=	166896.03	166939.65	166900.12	166943.43
2	31	=	166983.18	167024.97	166987.26	167028.80
2	31	=	167063.57	167205.16	167067.50	167208.89
2	33	T	167491.87	167648.37	167495.55	167652.21
2	34	A	167802.24	167840.73	167805.96	167844.36
2	34	A	167887.08	168012.40	167890.84	168016.73
2	35	4	168121.63	168165.35	168125.67	168169.97
2	35	4	168205.33	168247.97	168209.20	168251.95
2	35	4	168283.67	168320.07	168287.37	168323.62
2	35	4	168354.35	168393.07	168358.70	168396.60
2	35	4	168426.06	168543.71	168429.85	168547.59
2	36	I	168702.23	168737.97	168706.55	168741.86
2	36	I	168779.45	168820.93	168783.24	168825.10
2	38	5	169063.05	169101.37	169067.24	169105.24
2	38	5	169137.97	169173.71	169142.12	169177.88
2	38	5	169207.65	169244.42	169211.72	169248.22
2	38	5	169286.82	169328.07	169290.83	169331.99
2	38	5	169364.09	169407.00	169367.80	169411.26
2	39	4	169546.35	169593.41	169550.46	169597.60
2	39	4	169632.75	169672.72	169636.90	169676.80
2	39	4	169718.84	169762.15	169722.88	169766.33
2	39	4	169799.27	169839.81	169803.10	169843.60
2	39	4	169874.91	169986.57	169879.09	169990.23
2	40	9	170101.17	170231.87	170105.20	170236.21
2	40	9	170273.42	170390.01	170277.18	170394.13
2	40	9	170427.74	170577.94	170431.96	170582.03
2	40	9	170609.14	170756.28	170612.96	170760.14
2	40	9	170794.92	170842.96	170798.78	170847.40
2	42	0	171150.28	171289.48	171153.97	171293.20
2	42	0	171322.34	171444.75	171326.69	171448.45
2	42	0	171477.64	171613.05	171481.44	171616.95
2	42	0	171645.31	171756.06	171648.93	171760.22
2	42	0	171800.30	171932.90	171804.26	171936.71
2	43	6	172050.92	172184.19	172055.11	172188.39
2	43	6	172222.34	172265.77	172226.42	172269.33
2	43	6	172300.49	172338.89	172304.95	172343.00
2	43	6	172380.12	172421.35	172384.25	172425.43
2	43	6	172462.54	172506.80	172466.70	172511.11
2	44	0	172625.15	172741.85	172628.90	172746.18
2	44	0	172778.85	172903.41	172782.98	172907.05
2	44	0	172934.89	173065.06	172938.53	173069.28
2	44	0	173103.82	173225.33	173107.91	173229.70
2	44	0	173263.41	173404.67	173267.15	173408.69
2	46	=	173637.24	173792.15	173641.45	173796.22
2	46	=	173826.97	173870.86	173831.02	173874.48
2	46	=	173917.70	173961.31	173921.69	173965.68
2	46	=	173997.63	174040.87	174001.38	174044.69
2	46	=	174084.15	174215.60	174087.76	174219.93
2	48	L	174500.36	174547.70	174504.20	174551.65
2	48	L	174594.76	174745.09	174598.48	174748.98
2	48	L	174785.02	174830.86	174788.75	174834.92
2	48	L	174858.59	174898.76	174862.69	174902.97
2	49	A	175031.63	175081.02	175035.54	175085.28
2	49	A	175123.91	175250.51	175128.08	175254.36
2	50	/	175399.28	175531.18	175403.57	175534.88
2	50	/	175570.62	175614.51	175574.93	175618.69
2	50	/	175652.40	175696.67	175656.50	175700.86
2	50	/	175732.56	175863.82	175736.17	175867.68
2	50	/	175893.18	175936.56	175897.05	175940.66
2	51	9	176081.77	176183.49	176085.28	176187.43
2	51	9	176226.54	176353.70	176230.70	176357.67
2	51	9	176396.88	176509.92	176401.02	176513.78
2	51	9	176545.25	176665.66	176549.31	176669.47
2	51	9	176702.61	176749.92	176706.85	176754.09
2	52	A	176861.55	176908.31	176865.56	176912.14
2	52	A	176950.43	177122.49	176954.29	177126.35
2	53	3	177245.28	177285.07	177249.55	177289.05
2	53	3	177320.19	177352.45	177324.41	177355.95
2	53	3	177396.00	177441.56	177400.43	177445.82
2	53	3	177484.99	177630.77	177489.60	177634.71
2	53	3	177661.78	177833.83	177665.85	177837.86
2	54	L	177952.68	177997.23	177956.41	178001.00
2	54	L	178042.68	178177.93	178046.54	178181.94
2	54	L	178216.94	178250.99	178221.16	178254.71
2	54	L	178283.53	178324.51	178287.10	178328.66
2	55	Y	178486.18	178600.99	178490.45	178604.77
2	55	Y	178647.95	178698.02	178652.15	178702.16
2	55	Y	178734.09	178850.89	178737.90	178854.90
2	55	Y	178880.20	179021.14	178884.04	179025.03
2	56	C	179156.92	179277.21	179161.17	179280.96
2	56	C	179310.79	179350.47	179314.65	179354.05
2	56	C	179379.45	179508.62	179383.40	179512.81
2	56	C	179548.09	179595.76	179551.88	179599.78
2	58	5	179883.72	179925.78	179887.81	179929.77
2	58	5	179962.91	180002.21	179966.76	180006.49
2	58	5	180042.85	180078.24	180046.75	180082.16
2	58	5	180115.76	180156.44	180119.66	180160.56
2	58	5	180197.26	180236.62	180201.43	180240.17
2	59	6	180327.73	180469.36	180331.61	180473.35
2	59	6	180506.23	180550.92	180510.36	180554.83
2	59	6	180584.93	180625.37	180588.44	180629.70
2	59	6	180665.75	180708.02	180669.88	180712.31
2	59	6	180743.19	180788.11	180747.20	180792.15
2	60	9	180917.83	181043.18	180921.89	181047.42
2	60	9	181079.77	181227.55	181083.94	181231.80
2	60	9	181263.92	181384.55	181267.91	181388.36
2	60	9	181422.89	181541.77	181427.06	181545.64
2	60	9	181582.25	181625.52	181586.19	181629.32
2	62	0	181888.13	181994.59	181892.52	181998.63
2	62	0	182036.55	182147.12	182040.85	182151.63
2	62	0	182183.34	182326.16	182187.38	182330.15
2	62	0	182358.17	182455.03	182361.79	182459.56
2	62	0	182486.30	182613.63	182490.54	182617.62
2	63	9	182729.52	182878.04	182733.20	182881.87
2	63	9	182913.33	183049.71	182917.10	183053.45
2	63	9	183080.48	183211.03	183084.08	183215.51
2	63	9	183248.57	183392.23	183252.70	183396.24
2	63	9	183428.74	183458.06	183432.87	183461.82
2	64	1	183586.40	183624.71	183591.03	183628.29
2	64	1	183662.60	183808.21	183666.45	183811.88
2	64	1	183845.36	183964.71	183849.53	183968.41
2	64	1	183998.11	184120.54	184002.13	184124.73
2	64	1	184158.55	184252.44	184162.62	184256.44
2	66	=	184528.20	184652.45	184531.90	184656.42
2	66	=	184691.53	184739.17	184695.83	184742.87
2	66	=	184774.37	184817.51	184778.07	184821.55
2	66	=	184849.20	184889.61	184853.34	184893.13
2	66	=	184922.42	185028.10	184926.60	185032.32
2	68	Q	185256.46	185386.29	185259.99	185390.23
2	68	Q	185414.18	185532.28	185418.35	185536.61
2	68	Q	185577.81	185620.39	185581.94	185624.84
2	68	Q	185662.25	185789.61	185666.59	185793.84
2	69	R	185912.82	185948.94	185916.68	185952.84
2	69	R	185993.51	186129.34	185997.09	186133.19
2	69	R	186165.42	186195.46	186168.97	186199.46
2	70	Z	186299.24	186414.52	186303.21	186418.60
2	70	Z	186449.79	186595.83	186453.84	186599.66
2	70	Z	186640.23	186689.68	186644.84	186693.60
2	70	Z	186731.00	186772.43	186734.62	186776.78
2	71	?	186875.88	186917.78	186879.71	186921.40
2	71	?	186955.57	186992.48	186959.47	186996.59
2	71	?	187026.77	187119.39	187030.83	187123.25
2	71	?	187148.47	187281.50	187152.63	187285.22
2	71	?	187320.21	187358.58	187324.16	187362.50
2	71	?	187393.99	187431.92	187398.10	187435.75
2	73	S	187699.63	187740.38	187703.27	187744.72
2	73	S	187777.13	187818.23	187781.02	187822.45
2	73	S	187856.31	187904.58	187860.25	187908.43
2	74	5	188218.16	188262.44	188222.21	188266.24
2	74	5	188299.45	188342.71	188303.08	188346.27
2	74	5	188378.03	188420.83	188381.78	188424.39
2	74	5	188452.97	188498.92	188457.22	188502.41
2	74	5	188533.46	188574.12	188537.61	188578.34
2	75	G	188709.58	188848.37	188713.57	188852.08
2	75	G	188878.98	188988.72	188882.74	188992.73
2	75	G	189029.94	189068.14	189033.45	189071.82
2	76	Y	189201.40	189342.76	189205.00	189347.11
2	76	Y	189384.07	189427.70	189387.71	189431.97
2	76	Y	189465.07	189581.74	189469.07	189585.86
2	76	Y	189620.05	189785.20	189624.31	189788.90
2	77	A	190050.50	190083.44	190054.69	190087.60
2	77	A	190122.30	190246.00	190125.98	190250.09
2	79	=	190509.82	190637.96	190514.10	190642.12
2	79	=	190684.67	190724.54	190688.71	190728.41
2	79	=	190763.07	190806.22	190767.24	190810.45
2	79	=	190847.38	190890.89	190850.94	190894.73
2	79	=	190931.27	191066.96	190935.45	191070.91
2	81	D	191335.69	191464.40	191339.74	191468.07
2	81	D	191496.37	191543.21	191500.69	191547.16
2	81	D	191584.96	191637.44	191589.10	191641.44
2	82	E	191767.70	191803.25	191771.84	191807.18
2	84	4	192081.97	192124.06	192085.83	192128.14
2	84	4	192171.34	192202.24	192175.18	192206.37
2	84	4	192238.36	192280.31	192242.38	192283.91
2	84	4	192314.99	192352.09	192318.80	192356.29
2	84	4	192395.53	192537.20	192399.24	192541.29
2	85	Z	192671.47	192796.52	192675.60	192800.55
2	85	Z	192831.00	192951.57	192834.65	192955.58
2	85	Z	192986.29	193026.41	192990.31	193030.55
2	85	Z	193063.59	193099.92	193067.69	193103.59
2	86	5	193269.99	193307.45	193274.32	193311.60
2	86	5	193355.25	193394.05	193359.27	193397.64
2	86	5	193433.89	193467.82	193437.79	193471.59
2	86	5	193506.08	193555.02	193510.34	193558.61
2	86	5	193594.75	193636.30	193598.79	193640.30
2	87	S	193791.97	193832.17	193795.83	193836.29
2	87	S	193868.26	193902.93	193872.56	193907.05
2	87	S	193943.24	193991.73	193946.85	193995.56
2	88	L	194087.79	194121.17	194091.82	194124.83
2	88	L	194157.55	194305.64	194161.27	194309.08
2	88	L	194341.67	194378.54	194345.54	194382.77
2	88	L	194413.18	194457.16	194417.28	194461.32
2	90	K	194738.96	194857.36	194742.67	194861.38
2	90	K	194900.63	194948.88	194904.98	194953.05
2	90	K	194990.43	195131.30	194994.54	195135.14
3	0	D	199279.88	199460.66	199283.77	199465.05
3	0	D	199509.37	199588.35	199513.01	199591.96
3	0	D	199643.16	199733.10	199647.50	199737.28
3	1	E	200027.09	200101.92	200031.18	200105.63
3	3	4	200621.92	200702.13	200626.20	200705.91
3	3	4	200758.84	200848.82	200763.25	200852.64
3	3	4	200889.65	200974.82	200893.33	200978.61
3	3	4	201021.49	201109.68	201025.76	201114.00
3	3	4	201162.28	201439.56	201166.32	201443.15
3	4	Z	201872.91	202079.60	201876.95	202084.33
3	4	Z	202127.75	202349.67	202131.47	202354.01
3	4	Z	202395.84	202467.93	202399.62	202471.69
3	4	Z	202522.46	202619.96	202526.59	202624.23
3	5	5	202864.09	202937.84	202867.88	202942.07
3	5	5	202995.46	203093.50	202999.36	203097.48
3	5	5	203144.36	203202.30	203148.41	203205.82
3	5	5	203247.29	203327.94	203251.64	203331.70
3	5	5	203370.70	203451.17	203374.65	203454.99
3	6	S	203713.86	203792.89	203717.73	203797.21
3	6	S	203853.44	203925.56	203857.49	203929.18
3	6	S	203974.81	204039.13	203978.98	204043.41
3	7	L	204217.68	204279.43	204222.35	204283.02
3	7	L	204317.46	204582.72	204321.72	204586.96
3	7	L	204654.46	204735.51	204658.01	204739.71
3	7	L	204778.52	204878.46	204782.46	204882.11
3	9	=	205256.41	205482.49	205260.46	205486.29
3	9	=	205535.62	205614.36	205539.48	205618.16
3	9	=	205647.45	205735.37	205651.45	205739.33
3	9	=	205771.25	205845.85	205775.45	205849.78
3	9	=	205896.67	206144.47	205900.32	206148.46
3	11	R	206607.79	206696.64	206611.32	206700.68
3	11	R	206761.03	207015.68	206765.10	207019.87
3	11	R	207052.90	207133.85	207056.99	207138.02
3	13	R	207416.61	207489.16	207420.88	207492.94
3	13	R	207547.15	207763.27	207551.40	207767.33
3	13	R	207817.00	207883.23	207820.98	207886.89
3	15	T	208386.74	208579.80	208390.48	208583.71
3	16	N	208772.69	208931.61	208779.25	208935.42
3	16	N	208994.32	209071.43	208998.02	209075.26
3	17	X	209276.62	209532.16	209280.98	209536.22
3	17	X	209574.74	209644.20	209578.30	209647.99
3	17	X	209685.13	209746.40	209688.91	209750.07
3	17	X	209813.39	210129.64	209817.43	210133.71
3	19	P	210619.39	210697.59	210623.14	210701.77
3	19	P	210731.51	210995.73	210735.59	210999.40
3	19	P	211044.78	211298.13	211048.55	211302.21
3	19	P	211347.33	211426.45	211351.43	211430.71
3	20	E	211617.71	211699.40	211621.67	211703.48
3	21	T	211930.39	212176.06	211934.28	212179.92
3	22	E	212391.01	212471.42	212394.68	212475.21
3	23	R	212641.09	212727.50	212644.84	212731.70
3	23	R	212783.63	213023.42	212787.59	213027.19
3	23	R	213061.81	213119.51	213066.17	213123.94
3	25	F	213625.79	213703.60	213629.91	213707.36
3	25	F	213767.86	213859.54	213772.12	213863.42
3	25	F	213915.37	214199.24	213919.01	214203.72
3	25	F	214247.95	214325.88	214251.88	214330.10
3	26	B	214822.66	215044.44	214826.88	215048.59
3	26	B	215093.26	215170.44	215097.42	215174.28
3	26	B	215220.55	215297.09	215224.69	215300.74
3	26	B	215353.05	215439.84	215357.27	215443.88
3	28	=	215879.26	216154.25	215883.26	216158.22
3	28	=	216209.43	216301.39	216213.17	216305.64
3	28	=	216349.37	216421.99	216353.63	216426.38
3	28	=	216466.36	216549.62	216470.60	216553.18
3	28	=	216592.53	216831.51	216596.25	216835.76
3	30	R	217257.50	217334.69	217261.79	217338.86
3	30	R	217378.65	217581.23	217382.67	217585.20
3	30	R	217632.01	217709.27	217635.80	217713.49
3	31	I	217887.09	217973.19	217891.37	217976.87
3	31	I	218021.01	218117.46	218025.06	218120.97
3	32	G	218279.83	218493.47	218283.96	218497.05
3	32	G	218545.27	218785.59	218549.28	218789.86
3	32	G	218828.53	218891.37	218832.23	218895.37
3	34	F	219345.40	219427.24	219349.74	219431.61
3	34	F	219469.03	219553.74	219473.24	219557.43
3	34	F	219598.36	219776.07	219602.44	219779.93
3	34	F	219823.62	219907.63	219827.84	219911.27
3	35	T	220144.10	220399.32	220148.60	220403.10
3	36	D	220565.90	220798.74	220570.11	220803.01
3	36	D	220853.71	220948.91	220858.18	220952.88
3	36	D	220995.92	221063.48	220999.73	221067.59
3	37	X	221255.00	221485.05	221259.07	221489.29
3	37	X	221531.94	221614.98	221535.59	221618.86
3	37	X	221671.26	221746.65	221675.25	221750.84
3	37	X	221801.39	222013.91	221805.50	222018.01
3	38	1	222159.37	222217.18	222163.59	222221.37
3	38	1	222260.16	222556.51	222263.84	222560.52
3	38	1	222617.74	222882.31	222621.96	222886.42
3	38	1	222922.34	223184.23	222926.14	223188.64
3	38	1	223236.50	223446.21	223240.69	223450.14
3	39	0	223709.98	223987.35	223714.35	223991.44
3	39	0	224041.68	224357.37	224046.02	224361.58
3	39	0	224418.06	224653.29	224421.81	224657.02
3	39	0	224700.84	224942.20	224705.20	224946.02
3	39	0	224986.61	225182.67	224990.81	225186.84
3	41	P	225647.26	225716.68	225651.49	225720.55
3	41	P	225768.30	225996.07	225771.99	225999.80
3	41	P	226035.30	226273.47	226039.45	226277.56
3	41	P	226327.16	226427.68	226330.77	226431.75
3	42	W	226666.35	226738.36	226670.30	226742.18
3	42	W	226778.44	227002.35	226782.87	227005.98
3	42	W	227056.88	227327.59	227060.93	227331.29
3	43	R	227551.05	227638.25	227554.76	227641.91
3	43	R	227705.43	227919.98	227709.13	227923.63
3	43	R	227961.12	228047.11	227964.76	228050.74
3	45	8	228517.55	228731.78	228521.36	228735.45
3	45	8	228783.58	229037.67	228787.28	229041.46
3	45	8	229076.07	229279.99	229079.86	229283.65
3	45	8	229331.24	229417.50	229334.92	229421.47
3	45	8	229463.78	229531.77	229467.62	229535.36
3	46	0	229731.03	229893.57	229734.77	229897.36
3	46	0	229940.82	230184.43	229944.43	230188.09
3	46	0	230226.93	230406.96	230230.52	230410.71
3	46	0	230453.33	230715.10	230456.96	230718.96
3	46	0	230776.96	231022.00	230780.70	231025.78
3	48	W	231416.64	231517.42	231420.32	231521.27
3	48	W	231574.16	231792.23	231577.87	231795.96
3	48	W	231851.81	232070.54	231855.38	232074.25
3	50	A	232495.85	232553.90	232499.58	232557.57
3	50	A	232601.49	232792.55	232605.27	232796.32
3	51	N	232987.02	233153.10	232990.61	233156.75
3	51	N	233200.29	233303.32	233203.96	233307.07
3	52	T	233534.58	233778.90	233538.22	233782.57
3	54	W	234195.62	234282.78	234199.05	234286.44
3	54	W	234335.61	234554.69	234339.29	234558.35
3	54	W	234610.06	234897.79	234613.78	234901.48
3	55	I	235029.37	235119.15	235033.26	235122.88
3	55	I	235157.83	235250.68	235161.75	235255.25
3	56	N	235475.19	235714.41	235479.50	235718.60
3	56	N	235750.16	235833.45	235754.25	235837.26
3	57	D	236007.17	236283.16	236011.08	236287.23
3	57	D	236334.62	236420.42	236338.28	236424.74
3	57	D	236462.26	236535.07	236466.42	236539.53
3	58	O	236716.84	237004.09	236720.91	237008.48
3	58	O	237069.22	237314.07	237072.99	237318.19
3	58	O	237376.99	237648.99	237380.81	237652.75
3	59	M	237813.11	238057.01	237817.22	238060.66
3	59	M	238108.58	238352.75	238112.44	238356.47
3	61	=	238801.22	239053.10	238804.79	239056.95
3	61	=	239111.64	239182.85	239115.48	239186.79
3	61	=	239229.06	239308.69	239232.77	239312.41
3	61	=	239355.98	239431.98	239359.73	239435.66
3	61	=	239485.68	239686.74	239489.27	239690.86
3	63	W	240051.83	240132.02	240055.82	240135.90
3	63	W	240181.65	240402.48	240185.32	240406.27
3	63	W	240444.52	240680.01	240448.35	240683.73
3	64	X	240890.24	241151.15	240894.59	241155.45
3	64	X	241199.69	241265.67	241203.89	241269.37
3	64	X	241319.96	241412.78	241323.72	241416.46
3	64	X	241464.89	241684.92	241468.56	241689.17
3	66	W	242164.18	242253.70	242168.04	242257.80
3	66	W	242304.99	242570.11	242308.84	242573.93
3	66	W	242635.33	242909.07	242639.50	242913.33
3	67	I	243110.13	243194.07	243114.01	243197.79
3	67	I	243250.05	243325.87	243253.63	243329.98
3	68	N	243642.57	243859.97	243646.43	243863.72
3	68	N	243906.69	243989.25	243910.70	243992.89
3	69	D	244229.29	244460.41	244233.54	244464.64
3	69	D	244508.56	244598.16	244512.35	244601.97
3	69	D	244643.47	244731.22	244647.91	244735.04
3	70	Y	244911.85	245169.60	244916.43	245173.84
3	70	Y	245207.67	245300.69	245211.70	245304.68
3	70	Y	245351.63	245556.24	245355.74	245560.44
3	70	Y	245599.34	245832.07	245602.98	245836.36
3	72	T	246354.66	246583.09	246358.31	246586.97
3	73	E	246762.68	246847.06	246767.18	246851.86
3	74	M	247084.47	247353.64	247088.39	247357.68
3	74	M	247413.37	247624.26	247416.97	247628.15
3	75	P	247871.60	247961.70	247875.46	247965.23
3	75	P	248006.95	248206.97	248011.18	248211.18
3	75	P	248260.75	248470.13	248264.79	248474.01
3	75	P	248528.99	248609.57	248533.16	248614.04
3	77	2	249076.45	249175.98	249080.23	249179.90
3	77	2	249214.86	249305.74	249218.93	249309.50
3	77	2	249355.48	249559.32	249359.43	249563.19
3	77	2	249610.04	249817.00	249613.63	249821.40
3	77	2	249869.68	250156.68	249873.58	250160.47
3	78	5	250395.75	250485.30	250399.66	250489.12
3	78	5	250549.34	250644.20	250553.66	250648.26
3	78	5	250697.29	250772.96	250700.94	250776.64
3	78	5	250824.78	250882.57	250828.61	250886.17
3	78	5	250936.17	251024.35	250940.07	251028.15
3	80	C	251477.61	251785.81	251481.93	251789.48
3	80	C	251838.28	251914.26	251842.27	251918.36
3	80	C	251959.16	252155.02	251963.06	252158.68
3	80	C	252207.45	252285.45	252211.41	252289.51
3	82	=	252744.77	252989.61	252749.30	252993.28
3	82	=	253040.10	253129.21	253043.75	253133.41
3	82	=	253172.40	253254.82	253175.99	253258.43
3	82	=	253316.50	253388.73	253320.71	253392.64
3	82	=	253434.01	253641.90	253437.62	253645.63
3	84	C	254027.85	254266.73	254031.60	254270.61
3	84	C	254313.79	254415.90	254317.40	254419.77
3	84	C	254455.12	254728.30	254458.99	254732.07
3	84	C	254784.65	254856.12	254788.83	254860.28
3	85	A	255103.43	255185.87	255107.38	255190.16
3	85	A	255242.39	255462.54	255246.25	255466.26
3	86	L	255656.28	255741.31	255660.24	255745.31
3	86	L	255787.64	256049.00	255792.11	256052.98
3	86	L	256089.18	256175.68	256093.02	256179.60
3	86	L	256230.29	256323.83	256234.09	256328.04
3	87	L	256492.79	256558.07	256496.40	256561.79
3	87	L	256625.24	256933.98	256628.93	256937.64
3	87	L	256976.82	257061.28	256980.63	257065.21
3	87	L	257103.65	257190.53	257107.98	257194.45
3	88	S	257364.59	257449.79	257368.35	257453.96
3	88	S	257507.54	257577.37	257511.76	257581.26
3	88	S	257622.04	257714.21	257626.20	257718.46
3	90	E	258230.11	258293.03	258233.89	258296.54
3	91	A	258460.33	258539.17	258463.88	258542.76
3	91	A	258594.59	258827.13	258598.64	258830.78
3	92	8	259045.88	259267.42	259049.43	259271.41
3	92	8	259314.64	259543.46	259318.39	259547.10
3	92	8	259595.14	259854.89	259599.33	259858.69
3	92	8	259911.01	260003.18	259915.22	260007.00
3	92	8	260063.92	260145.85	260067.58	260149.87
3	93	F	260342.09	260427.74	260346.22	260432.30
3	93	F	260472.51	260542.20	260476.14	260546.24
3	93	F	260598.31	260760.39	260602.30	260764.12
3	93	F	260812.48	260898.84	260816.56	260902.51
3	94	X	261106.39	261310.46	261110.12	261314.16
3	94	X	261349.45	261449.29	261353.32	261453.05
3	94	X	261498.25	261563.71	261502.13	261567.37
3	94	X	261612.00	261824.17	261616.20	261828.28
3	96	A	262266.35	262346.05	262270.13	262350.59
3	96	A	262392.44	262621.08	262396.67	262624.93
3	97	6	262844.83	263148.27	262848.95	263152.09
3	97	6	263199.93	263281.08	263203.73	263284.80
3	97	6	263335.34	263389.08	263339.25	263392.93
3	97	6	263447.96	263509.97	263451.92	263514.30
3	97	6	263557.89	263629.49	263561.90	263633.72
3	98	B	263840.97	264108.12	263845.25	264112.25
3	98	B	264159.40	264259.52	264163.17	264263.18
3	98	B	264326.83	264389.03	264330.51	264393.06
3	98	B	264440.36	264530.53	264444.09	264534.33
3	99	O	264807.47	265031.58	264811.24	265035.25
3	99	O	265076.17	265356.24	265080.23	265359.90
3	99	O	265429.32	265718.04	265433.67	265721.71
3	101	V	266130.83	266200.05	266134.97	266204.15
3	101	V	266257.18	266322.79	266261.54	266326.55
3	101	V	266372.63	266442.65	266376.50	266446.23
3	101	V	266502.39	266772.53	266506.15	266776.71
3	102	K	266971.94	267178.00	266975.91	267181.94
3	102	K	267235.21	267328.83	267239.21	267332.61
3	102	K	267378.76	267639.94	267382.46	267644.26
3	103	3	267855.57	267945.22	267859.32	267949.11
3	103	3	267996.98	268095.37	268001.03	268099.05
3	103	3	268145.32	268223.99	268149.01	268227.87
3	103	3	268279.65	268557.43	268284.03	268561.50
3	103	3	268613.03	268867.04	268616.82	268870.86
