"prefix","dxcc_entity","dxcc_name","owner_country","source"
"AH1","20","Baker & Howland Islands","Baker & Howland Is","ng3k-itu-owner"
"AH2","103","Guam","Guam","ng3k-direct"
"AH2A","291","United States","United States","ng3k-direct"
"AH2AH","291","United States","United States","ng3k-direct"
"AH2AJ","291","United States","United States","ng3k-direct"
"AH2AK","291","United States","United States","ng3k-direct"
"AH2AP","291","United States","United States","ng3k-direct"
"AH2AQ","291","United States","United States","ng3k-direct"
"AH2AR","291","United States","United States","ng3k-direct"
"AH2AV","291","United States","United States","ng3k-direct"
"AH2AZ","291","United States","United States","ng3k-direct"
"AH2BY","291","United States","United States","ng3k-direct"
"AH2CF","291","United States","United States","ng3k-direct"
"AH2CG","291","United States","United States","ng3k-direct"
"AH2CZ","291","United States","United States","ng3k-direct"
"AH2DB","291","United States","United States","ng3k-direct"
"AH2DF","291","United States","United States","ng3k-direct"
"AH2DG","291","United States","United States","ng3k-direct"
"AH2DP","291","United States","United States","ng3k-direct"
"AH2DS","291","United States","United States","ng3k-direct"
"AH2DY","291","United States","United States","ng3k-direct"
"AH2EB","291","United States","United States","ng3k-direct"
"AH2EH","291","United States","United States","ng3k-direct"
"AH2EJ","291","United States","United States","ng3k-direct"
"AH2EK","291","United States","United States","ng3k-direct"
"AH2H","291","United States","United States","ng3k-direct"
"AH2O","291","United States","United States","ng3k-direct"
"AH2S","291","United States","United States","ng3k-direct"
"AH2T","291","United States","United States","ng3k-direct"
"AH2U","166","Mariana Islands","Mariana Is","ng3k-itu-owner"
"AH2V","291","United States","United States","ng3k-direct"
"AH2W","291","United States","United States","ng3k-direct"
"AH2X","291","United States","United States","ng3k-direct"
"AH2Z","291","United States","United States","ng3k-direct"
"AH3","123","Johnston Island","Johnston Is","ng3k-itu-owner"
"AH3D","291","United States","United States","ng3k-direct"
"AH4","174","Midway Island","Midway Is","ng3k-itu-owner"
"AH5","197","Palmyra & Jarvis Islands","Palmyra,  Jarvis Is","ng3k-itu-owner"
"AH6","110","Hawaii","Hawaii","ng3k-direct"
"AH6AF","291","United States","United States","ng3k-direct"
"AH6AL","291","United States","United States","ng3k-direct"
"AH6AO","291","United States","United States","ng3k-direct"
"AH6AR","291","United States","United States","ng3k-direct"
"AH6AT","291","United States","United States","ng3k-direct"
"AH6AU","291","United States","United States","ng3k-direct"
"AH6AX","291","United States","United States","ng3k-direct"
"AH6BJ","291","United States","United States","ng3k-direct"
"AH6BS","291","United States","United States","ng3k-direct"
"AH6BV","291","United States","United States","ng3k-direct"
"AH6C","291","United States","United States","ng3k-direct"
"AH6CY","291","United States","United States","ng3k-direct"
"AH6D","291","United States","United States","ng3k-direct"
"AH6DZ","291","United States","United States","ng3k-direct"
"AH6ES","291","United States","United States","ng3k-direct"
"AH6ET","291","United States","United States","ng3k-direct"
"AH6EZ","291","United States","United States","ng3k-direct"
"AH6EZ/9","291","United States","United States","ng3k-direct"
"AH6FV","291","United States","United States","ng3k-direct"
"AH6FY","291","United States","United States","ng3k-direct"
"AH6GA","291","United States","United States","ng3k-direct"
"AH6HE","291","United States","United States","ng3k-direct"
"AH6HK","291","United States","United States","ng3k-direct"
"AH6HR","291","United States","United States","ng3k-direct"
"AH6HS","291","United States","United States","ng3k-direct"
"AH6HT","291","United States","United States","ng3k-direct"
"AH6I","291","United States","United States","ng3k-direct"
"AH6IJ","291","United States","United States","ng3k-direct"
"AH6IW","291","United States","United States","ng3k-direct"
"AH6IX","291","United States","United States","ng3k-direct"
"AH6JH","291","United States","United States","ng3k-direct"
"AH6JS","291","United States","United States","ng3k-direct"
"AH6JZ","291","United States","United States","ng3k-direct"
"AH6KB","291","United States","United States","ng3k-direct"
"AH6KD","291","United States","United States","ng3k-direct"
"AH6KG","291","United States","United States","ng3k-direct"
"AH6KS","291","United States","United States","ng3k-direct"
"AH6KT","291","United States","United States","ng3k-direct"
"AH6LE","291","United States","United States","ng3k-direct"
"AH6LS","291","United States","United States","ng3k-direct"
"AH6MD","291","United States","United States","ng3k-direct"
"AH6ML","291","United States","United States","ng3k-direct"
"AH6MQ","291","United States","United States","ng3k-direct"
"AH6N","291","United States","United States","ng3k-direct"
"AH6NE","291","United States","United States","ng3k-direct"
"AH6NL","291","United States","United States","ng3k-direct"
"AH6NP","291","United States","United States","ng3k-direct"
"AH6NR","291","United States","United States","ng3k-direct"
"AH6O","291","United States","United States","ng3k-direct"
"AH6OD","291","United States","United States","ng3k-direct"
"AH6OM","291","United States","United States","ng3k-direct"
"AH6OS","291","United States","United States","ng3k-direct"
"AH6OU","291","United States","United States","ng3k-direct"
"AH6P","291","United States","United States","ng3k-direct"
"AH6PA","291","United States","United States","ng3k-direct"
"AH6PD","291","United States","United States","ng3k-direct"
"AH6PJ","291","United States","United States","ng3k-direct"
"AH6PN","291","United States","United States","ng3k-direct"
"AH6PW","291","United States","United States","ng3k-direct"
"AH6R","291","United States","United States","ng3k-direct"
"AH6RB","291","United States","United States","ng3k-direct"
"AH6S","291","United States","United States","ng3k-direct"
"AH6SV","291","United States","United States","ng3k-direct"
"AH6TS","291","United States","United States","ng3k-direct"
"AH6TX","291","United States","United States","ng3k-direct"
"AH6UD","291","United States","United States","ng3k-direct"
"AH6UK","291","United States","United States","ng3k-direct"
"AH6UN","291","United States","United States","ng3k-direct"
"AH6UU","291","United States","United States","ng3k-direct"
"AH6UX","291","United States","United States","ng3k-direct"
"AH6VM","291","United States","United States","ng3k-direct"
"AH6VQ","291","United States","United States","ng3k-direct"
"AH6VV","291","United States","United States","ng3k-direct"
"AH6VW","291","United States","United States","ng3k-direct"
"AH6W","291","United States","United States","ng3k-direct"
"AH6WC","291","United States","United States","ng3k-direct"
"AH6X","291","United States","United States","ng3k-direct"
"AH6Y","291","United States","United States","ng3k-direct"
"AH6YL","291","United States","United States","ng3k-direct"
"AH6Z","291","United States","United States","ng3k-direct"
"AH7","110","Hawaii","Hawaii","ng3k-direct"
"AH7A","291","United States","United States","ng3k-direct"
"AH7D","291","United States","United States","ng3k-direct"
"AH7DN","291","United States","United States","ng3k-direct"
"AH7F","291","United States","United States","ng3k-direct"
"AH7I","291","United States","United States","ng3k-direct"
"AH7J","291","United States","United States","ng3k-direct"
"AH7K","138","Kure Island","Kure Is","ng3k-itu-owner"
"AH7Q","291","United States","United States","ng3k-direct"
"AH7U","291","United States","United States","ng3k-direct"
"AH7Z","291","United States","United States","ng3k-direct"
"AH8","9","American Samoa","Am Samoa","ng3k-itu-owner"
"AH8AC","291","United States","United States","ng3k-direct"
"AH8B","291","United States","United States","ng3k-direct"
"AH8C","291","United States","United States","ng3k-direct"
"AH8K","291","United States","United States","ng3k-direct"
"AH8M","291","United States","United States","ng3k-direct"
"AH8O","291","United States","United States","ng3k-direct"
"AH8P","291","United States","United States","ng3k-direct"
"AH8S","291","United States","United States","ng3k-direct"
"AH8Y","291","United States","United States","ng3k-direct"
"AH9","297","Wake Island","Wake Is","ng3k-itu-owner"
"AH9A","291","United States","United States","ng3k-direct"
"AI","291","United States","United States","ng3k-direct"
"AI7YJ","6","Alaska","Alaska","ng3k-direct"
"AJ","291","United States","United States","ng3k-direct"
"AK","291","United States","United States","ng3k-direct"
"AL","6","Alaska","Alaska","ng3k-direct"
"AL0A","291","United States","United States","ng3k-direct"
"AL0AA","291","United States","United States","ng3k-direct"
"AL0F","291","United States","United States","ng3k-direct"
"AL0FT","291","United States","United States","ng3k-direct"
"AL0G","291","United States","United States","ng3k-direct"
"AL0H","291","United States","United States","ng3k-direct"
"AL0I","291","United States","United States","ng3k-direct"
"AL0K","291","United States","United States","ng3k-direct"
"AL0N","291","United States","United States","ng3k-direct"
"AL0Q","291","United States","United States","ng3k-direct"
"AL0R","291","United States","United States","ng3k-direct"
"AL0X","291","United States","United States","ng3k-direct"
"AL0Y","291","United States","United States","ng3k-direct"
"AL1A","291","United States","United States","ng3k-direct"
"AL1AK","291","United States","United States","ng3k-direct"
"AL1AS","291","United States","United States","ng3k-direct"
"AL1B","291","United States","United States","ng3k-direct"
"AL1CE","291","United States","United States","ng3k-direct"
"AL1F","291","United States","United States","ng3k-direct"
"AL1K","291","United States","United States","ng3k-direct"
"AL1N","291","United States","United States","ng3k-direct"
"AL1O","291","United States","United States","ng3k-direct"
"AL1P","291","United States","United States","ng3k-direct"
"AL1Q","291","United States","United States","ng3k-direct"
"AL1VE","291","United States","United States","ng3k-direct"
"AL2AK","291","United States","United States","ng3k-direct"
"AL2B","291","United States","United States","ng3k-direct"
"AL2C","291","United States","United States","ng3k-direct"
"AL2E","291","United States","United States","ng3k-direct"
"AL2G","291","United States","United States","ng3k-direct"
"AL2GR","291","United States","United States","ng3k-direct"
"AL2I","291","United States","United States","ng3k-direct"
"AL2J","291","United States","United States","ng3k-direct"
"AL2N","291","United States","United States","ng3k-direct"
"AL2O","291","United States","United States","ng3k-direct"
"AL2S","291","United States","United States","ng3k-direct"
"AL3A","291","United States","United States","ng3k-direct"
"AL3C","291","United States","United States","ng3k-direct"
"AL3E","291","United States","United States","ng3k-direct"
"AL3G","291","United States","United States","ng3k-direct"
"AL3L","291","United States","United States","ng3k-direct"
"AL3M","291","United States","United States","ng3k-direct"
"AL3Q","291","United States","United States","ng3k-direct"
"AL3V","291","United States","United States","ng3k-direct"
"AL3X","291","United States","United States","ng3k-direct"
"AL4B","291","United States","United States","ng3k-direct"
"AL4D","291","United States","United States","ng3k-direct"
"AL4E","291","United States","United States","ng3k-direct"
"AL4F","291","United States","United States","ng3k-direct"
"AL4K","291","United States","United States","ng3k-direct"
"AL4R","291","United States","United States","ng3k-direct"
"AL4U","291","United States","United States","ng3k-direct"
"AL4US","291","United States","United States","ng3k-direct"
"AL4V","291","United States","United States","ng3k-direct"
"AL4X","291","United States","United States","ng3k-direct"
"AL5A","291","United States","United States","ng3k-direct"
"AL5B","291","United States","United States","ng3k-direct"
"AL5C","291","United States","United States","ng3k-direct"
"AL5IN","291","United States","United States","ng3k-direct"
"AL5J","291","United States","United States","ng3k-direct"
"AL5LV","291","United States","United States","ng3k-direct"
"AL5M","291","United States","United States","ng3k-direct"
"AL5O","291","United States","United States","ng3k-direct"
"AL5P","291","United States","United States","ng3k-direct"
"AL5W","291","United States","United States","ng3k-direct"
"AL6A","291","United States","United States","ng3k-direct"
"AL6B","291","United States","United States","ng3k-direct"
"AL6M","291","United States","United States","ng3k-direct"
"AL7AA","291","United States","United States","ng3k-direct"
"AL7AB","291","United States","United States","ng3k-direct"
"AL7AH","291","United States","United States","ng3k-direct"
"AL7AK","291","United States","United States","ng3k-direct"
"AL7AL","291","United States","United States","ng3k-direct"
"AL7AM","291","United States","United States","ng3k-direct"
"AL7AN","291","United States","United States","ng3k-direct"
"AL7AU","291","United States","United States","ng3k-direct"
"AL7AW","291","United States","United States","ng3k-direct"
"AL7BA","291","United States","United States","ng3k-direct"
"AL7BA/8","291","United States","United States","ng3k-direct"
"AL7BN","291","United States","United States","ng3k-direct"
"AL7BQ","291","United States","United States","ng3k-direct"
"AL7BR","291","United States","United States","ng3k-direct"
"AL7BT","291","United States","United States","ng3k-direct"
"AL7BX","291","United States","United States","ng3k-direct"
"AL7C","291","United States","United States","ng3k-direct"
"AL7CG","291","United States","United States","ng3k-direct"
"AL7CJ","291","United States","United States","ng3k-direct"
"AL7CQ","291","United States","United States","ng3k-direct"
"AL7CR","291","United States","United States","ng3k-direct"
"AL7CS","291","United States","United States","ng3k-direct"
"AL7CV","291","United States","United States","ng3k-direct"
"AL7CX","291","United States","United States","ng3k-direct"
"AL7D","291","United States","United States","ng3k-direct"
"AL7DD","291","United States","United States","ng3k-direct"
"AL7DF","291","United States","United States","ng3k-direct"
"AL7DQ","291","United States","United States","ng3k-direct"
"AL7DR","291","United States","United States","ng3k-direct"
"AL7DS","291","United States","United States","ng3k-direct"
"AL7DU","291","United States","United States","ng3k-direct"
"AL7EI","291","United States","United States","ng3k-direct"
"AL7EK","291","United States","United States","ng3k-direct"
"AL7EM","291","United States","United States","ng3k-direct"
"AL7EU","291","United States","United States","ng3k-direct"
"AL7EW","291","United States","United States","ng3k-direct"
"AL7F","291","United States","United States","ng3k-direct"
"AL7FA","291","United States","United States","ng3k-direct"
"AL7FB","291","United States","United States","ng3k-direct"
"AL7FN","291","United States","United States","ng3k-direct"
"AL7FO","291","United States","United States","ng3k-direct"
"AL7FU","291","United States","United States","ng3k-direct"
"AL7FZ","291","United States","United States","ng3k-direct"
"AL7G","291","United States","United States","ng3k-direct"
"AL7GD","291","United States","United States","ng3k-direct"
"AL7GF","291","United States","United States","ng3k-direct"
"AL7GI","291","United States","United States","ng3k-direct"
"AL7GK","291","United States","United States","ng3k-direct"
"AL7GN","291","United States","United States","ng3k-direct"
"AL7GQ","291","United States","United States","ng3k-direct"
"AL7GS","291","United States","United States","ng3k-direct"
"AL7HD","291","United States","United States","ng3k-direct"
"AL7HG","291","United States","United States","ng3k-direct"
"AL7HH","291","United States","United States","ng3k-direct"
"AL7HS","291","United States","United States","ng3k-direct"
"AL7HU","291","United States","United States","ng3k-direct"
"AL7HY","291","United States","United States","ng3k-direct"
"AL7IC","291","United States","United States","ng3k-direct"
"AL7IH","291","United States","United States","ng3k-direct"
"AL7IM","291","United States","United States","ng3k-direct"
"AL7IT","291","United States","United States","ng3k-direct"
"AL7J","291","United States","United States","ng3k-direct"
"AL7JB","291","United States","United States","ng3k-direct"
"AL7JJ","291","United States","United States","ng3k-direct"
"AL7JN","291","United States","United States","ng3k-direct"
"AL7JP","291","United States","United States","ng3k-direct"
"AL7JS","291","United States","United States","ng3k-direct"
"AL7JU","291","United States","United States","ng3k-direct"
"AL7JV","291","United States","United States","ng3k-direct"
"AL7JW","291","United States","United States","ng3k-direct"
"AL7KE","291","United States","United States","ng3k-direct"
"AL7KF","291","United States","United States","ng3k-direct"
"AL7KG","291","United States","United States","ng3k-direct"
"AL7KK","291","United States","United States","ng3k-direct"
"AL7KN","291","United States","United States","ng3k-direct"
"AL7KT","291","United States","United States","ng3k-direct"
"AL7KV","291","United States","United States","ng3k-direct"
"AL7LB","291","United States","United States","ng3k-direct"
"AL7LH","291","United States","United States","ng3k-direct"
"AL7LI","291","United States","United States","ng3k-direct"
"AL7LJ","291","United States","United States","ng3k-direct"
"AL7LP","291","United States","United States","ng3k-direct"
"AL7LS","291","United States","United States","ng3k-direct"
"AL7LV","291","United States","United States","ng3k-direct"
"AL7MH","291","United States","United States","ng3k-direct"
"AL7MR","291","United States","United States","ng3k-direct"
"AL7ND","291","United States","United States","ng3k-direct"
"AL7NI","291","United States","United States","ng3k-direct"
"AL7NK","291","United States","United States","ng3k-direct"
"AL7NM","291","United States","United States","ng3k-direct"
"AL7NN","291","United States","United States","ng3k-direct"
"AL7NS","291","United States","United States","ng3k-direct"
"AL7NY","291","United States","United States","ng3k-direct"
"AL7NZ","291","United States","United States","ng3k-direct"
"AL7OA","291","United States","United States","ng3k-direct"
"AL7OE","291","United States","United States","ng3k-direct"
"AL7OG","291","United States","United States","ng3k-direct"
"AL7OL","291","United States","United States","ng3k-direct"
"AL7OP","291","United States","United States","ng3k-direct"
"AL7OW","291","United States","United States","ng3k-direct"
"AL7PB","291","United States","United States","ng3k-direct"
"AL7PK","291","United States","United States","ng3k-direct"
"AL7PL","291","United States","United States","ng3k-direct"
"AL7PM","291","United States","United States","ng3k-direct"
"AL7PR","291","United States","United States","ng3k-direct"
"AL7PS","291","United States","United States","ng3k-direct"
"AL7QG","291","United States","United States","ng3k-direct"
"AL7QI","291","United States","United States","ng3k-direct"
"AL7QL","291","United States","United States","ng3k-direct"
"AL7QO","291","United States","United States","ng3k-direct"
"AL7QQ","291","United States","United States","ng3k-direct"
"AL7QR","291","United States","United States","ng3k-direct"
"AL7QS","291","United States","United States","ng3k-direct"
"AL7QZ","291","United States","United States","ng3k-direct"
"AL7R","291","United States","United States","ng3k-direct"
"AL7RB","291","United States","United States","ng3k-direct"
"AL7RD","291","United States","United States","ng3k-direct"
"AL7RE","291","United States","United States","ng3k-direct"
"AL7RF","291","United States","United States","ng3k-direct"
"AL7RG","291","United States","United States","ng3k-direct"
"AL7RH","291","United States","United States","ng3k-direct"
"AL7RI","291","United States","United States","ng3k-direct"
"AL7RK","291","United States","United States","ng3k-direct"
"AL7RM","291","United States","United States","ng3k-direct"
"AL7RN","291","United States","United States","ng3k-direct"
"AL7RR","291","United States","United States","ng3k-direct"
"AL7RS","291","United States","United States","ng3k-direct"
"AL7RT","291","United States","United States","ng3k-direct"
"AL7RU","291","United States","United States","ng3k-direct"
"AL7T","291","United States","United States","ng3k-direct"
"AL7V","291","United States","United States","ng3k-direct"
"AL7W","291","United States","United States","ng3k-direct"
"AL7Z","291","United States","United States","ng3k-direct"
"AL8F","291","United States","United States","ng3k-direct"
"AL8Y","291","United States","United States","ng3k-direct"
"AL9DB","291","United States","United States","ng3k-direct"
"AM","281","Spain","Spain","ng3k-direct"
"AM6","21","Balearic Islands","Balearic Is","ng3k-itu-owner"
"AM8","29","Canary Islands","Canary Is","ng3k-itu-owner"
"AM9","32","Ceuta & Melilla","Ceuta & Melilla","ng3k-direct"
"AN","281","Spain","Spain","ng3k-direct"
"AN6","21","Balearic Islands","Balearic Is","ng3k-itu-owner"
"AN8","29","Canary Islands","Canary Is","ng3k-itu-owner"
"AN9","32","Ceuta & Melilla","Ceuta & Melilla","ng3k-direct"
"AO","281","Spain","Spain","ng3k-direct"
"AO6","21","Balearic Islands","Balearic Is","ng3k-itu-owner"
"AO8","29","Canary Islands","Canary Is","ng3k-itu-owner"
"AO9","32","Ceuta & Melilla","Ceuta & Melilla","ng3k-direct"
"AP","372","Pakistan","Pakistan","ng3k-direct"
"AQ","372","Pakistan","Pakistan","ng3k-direct"
"AR","372","Pakistan","Pakistan","ng3k-direct"
"AS","372","Pakistan","Pakistan","ng3k-direct"
"AT","324","India","India","ng3k-direct"
"AU","324","India","India","ng3k-direct"
"AV","324","India","India","ng3k-direct"
"AW","324","India","India","ng3k-direct"
"AX","150","Australia","Australia","ng3k-direct"
"AX0","13","Antarctica","Antarctica","ng3k-direct"
"AX4","150","Australia","Australia","ng3k-direct"
"AX9","189","Norfolk Island","Norfolk Is","ng3k-itu-owner"
"AX9C","38","Cocos (Keeling) Islands","Cocos-Keeling Is","ng3k-itu-owner"
"AX9M","171","Mellish Reef","Mellish Reef","ng3k-direct"
"AX9W","303","Willis Island","Willis Is","ng3k-itu-owner"
"AX9X","35","Christmas Island","Christmas Is","ng3k-itu-owner"
"AX9Y","38","Cocos (Keeling) Islands","Cocos-Keeling Is","ng3k-itu-owner"
"AX9Z","303","Willis Island","Willis Is","ng3k-itu-owner"
"AY","100","Argentina","Argentina","ng3k-direct"
"AY0V","100","Argentina","Argentina","ng3k-direct"
"AY0W","100","Argentina","Argentina","ng3k-direct"
"AY0X","100","Argentina","Argentina","ng3k-direct"
"AY0Y","100","Argentina","Argentina","ng3k-direct"
"AY1V","100","Argentina","Argentina","ng3k-direct"
"AY1W","100","Argentina","Argentina","ng3k-direct"
"AY1X","100","Argentina","Argentina","ng3k-direct"
"AY1Y","100","Argentina","Argentina","ng3k-direct"
"AY1Z","13","Antarctica","Antarctica","ng3k-direct"
"AY2V","100","Argentina","Argentina","ng3k-direct"
"AY2W","100","Argentina","Argentina","ng3k-direct"
"AY2X","100","Argentina","Argentina","ng3k-direct"
"AY2Y","100","Argentina","Argentina","ng3k-direct"
"AY2Z","13","Antarctica","Antarctica","ng3k-direct"
"AY3V","100","Argentina","Argentina","ng3k-direct"
"AY3W","100","Argentina","Argentina","ng3k-direct"
"AY3X","100","Argentina","Argentina","ng3k-direct"
"AY3Y","100","Argentina","Argentina","ng3k-direct"
"AY3Z","13","Antarctica","Antarctica","ng3k-direct"
"AY4V","100","Argentina","Argentina","ng3k-direct"
"AY4W","100","Argentina","Argentina","ng3k-direct"
"AY4X","100","Argentina","Argentina","ng3k-direct"
"AY4Y","100","Argentina","Argentina","ng3k-direct"
