"prefix","owner_country","status","source","candidates","dxcc_examples"
"RE8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RE9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RE9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RF2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RF4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RF9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RF9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RG2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RG4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG65KK","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG65KO","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG65OB","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG65SV","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG65TO","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RG9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RG9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RI0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RI0SP","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RI1AN","Antarctica","resolved","ng3k-direct","Antarctica","Antarctica"
"RI1ANC","Antarctica","resolved","ng3k-direct","Antarctica","Antarctica"
"RI1ANI","Antarctica","resolved","ng3k-direct","Antarctica","Antarctica"
"RI1ANY","Antarctica","resolved","ng3k-direct","Antarctica","Antarctica"
"RI1F","Franz Josef Land","resolved","ng3k-direct","Franz Josef Land","Franz Josef Land"
"RI8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RI8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RI9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RI9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RJ2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RJ2T/P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RJ9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RJ9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RK2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RK4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK4HM","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RK9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RK9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RL2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RL4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL8G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL8H","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8O","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8U","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL8Y","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL8Z","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL9G","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RL9I","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9M","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9P","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9S","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9V","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9W","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RL9X","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM0","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RM0T","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RM1I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM1N","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM1O","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM1P","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM1Z","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM2F","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RM2K","Kaliningrad","resolved","ng3k-direct","Kaliningrad","Kaliningrad"
"RM4H","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM4I","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM4W","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM8","Russia (Asiatic)","resolved","ng3k-itu-owner","Russia (Asiatic)","Asiatic Russia"
"RM81RP","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
"RM8F","Russia","resolved","ng3k-itu-owner","Russia","European Russia"
